Index_SNV	Primary_gene	True_label	Predicted_probability	SHAP_Rank	Feature	SHAP_value	Absolute_SHAP
rs1558902	FTO	0	0.0027180217451378353	1	neg_log10_P	-2.814905191843618	2.814905191843618
rs1558902	FTO	0	0.0027180217451378353	2	P_is_zero	-1.7743426915565836	1.7743426915565836
rs1558902	FTO	0	0.0027180217451378353	3	Is_intergenic	1.4190155792552945	1.4190155792552945
rs1558902	FTO	0	0.0027180217451378353	4	Biotype_count	1.1689409965716393	1.1689409965716393
rs1558902	FTO	0	0.0027180217451378353	5	Is_intronic	-1.0050153992571766	1.0050153992571766
rs1558902	FTO	0	0.0027180217451378353	6	MAF	-0.6303408401123233	0.6303408401123233
rs1558902	FTO	0	0.0027180217451378353	7	Has_MODIFIER_impact	-0.6259454180791647	0.6259454180791647
rs1558902	FTO	0	0.0027180217451378353	8	log_OR	0.3940726394509974	0.3940726394509974
rs1558902	FTO	0	0.0027180217451378353	9	CI_width	0.34275396858182294	0.34275396858182294
rs1558902	FTO	0	0.0027180217451378353	10	CI_lower	0.28095170612607495	0.28095170612607495
rs77348094		0	0.028580840587045533	1	Is_intergenic	-5.67606231702118	5.67606231702118
rs77348094		0	0.028580840587045533	2	Has_MODIFIER_impact	2.5037816723166606	2.5037816723166606
rs77348094		0	0.028580840587045533	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs77348094		0	0.028580840587045533	4	Biotype_count	-1.1534583343653926	1.1534583343653926
rs77348094		0	0.028580840587045533	5	MAF	1.0416976143345433	1.0416976143345433
rs77348094		0	0.028580840587045533	6	Effective_Sample_Size	0.3700653067198013	0.3700653067198013
rs77348094		0	0.028580840587045533	7	Risk_Allele_Frequency	-0.318870806169517	0.318870806169517
rs77348094		0	0.028580840587045533	8	CI_width	-0.28772992011383125	0.28772992011383125
rs77348094		0	0.028580840587045533	9	Gene_count	0.23480901528957066	0.23480901528957066
rs77348094		0	0.028580840587045533	10	MR_MEGA_Association_P	0.2261338491926371	0.2261338491926371
rs2683506	SPRYD3	0	0.11213601066432557	1	MAF	-1.5702795186936	1.5702795186936
rs2683506	SPRYD3	0	0.11213601066432557	2	MR_MEGA_Association_P	-1.561315587878596	1.561315587878596
rs2683506	SPRYD3	0	0.11213601066432557	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs2683506	SPRYD3	0	0.11213601066432557	4	Is_intergenic	1.4190155792552945	1.4190155792552945
rs2683506	SPRYD3	0	0.11213601066432557	5	Biotype_count	1.1689409965716393	1.1689409965716393
rs2683506	SPRYD3	0	0.11213601066432557	6	Has_MODIFIER_impact	-0.6259454180791647	0.6259454180791647
rs2683506	SPRYD3	0	0.11213601066432557	7	CI_width	0.37141232715888634	0.37141232715888634
rs2683506	SPRYD3	0	0.11213601066432557	8	log_OR	-0.23032972151940193	0.23032972151940193
rs2683506	SPRYD3	0	0.11213601066432557	9	Effective_Sample_Size	-0.19882921934017175	0.19882921934017175
rs2683506	SPRYD3	0	0.11213601066432557	10	Is_upstream	-0.1703277172535689	0.1703277172535689
rs34080199		0	0.029560765605172776	1	Is_intergenic	-5.67606231702118	5.67606231702118
rs34080199		0	0.029560765605172776	2	Has_MODIFIER_impact	2.5037816723166606	2.5037816723166606
rs34080199		0	0.029560765605172776	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs34080199		0	0.029560765605172776	4	Biotype_count	-1.1534583343653926	1.1534583343653926
rs34080199		0	0.029560765605172776	5	MAF	0.9948854652046766	0.9948854652046766
rs34080199		0	0.029560765605172776	6	Effective_Sample_Size	0.354526124066693	0.354526124066693
rs34080199		0	0.029560765605172776	7	Risk_Allele_Frequency	-0.3132526481913544	0.3132526481913544
rs34080199		0	0.029560765605172776	8	MR_MEGA_Association_P	0.2790632381924174	0.2790632381924174
rs34080199		0	0.029560765605172776	9	Gene_count	0.23480901528957066	0.23480901528957066
rs34080199		0	0.029560765605172776	10	CI_width	-0.20175484438260974	0.20175484438260974
rs35274205		0	0.005686487573057952	1	Is_intergenic	-5.67606231702118	5.67606231702118
rs35274205		0	0.005686487573057952	2	Has_MODIFIER_impact	2.5037816723166606	2.5037816723166606
rs35274205		0	0.005686487573057952	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs35274205		0	0.005686487573057952	4	Biotype_count	-1.1534583343653926	1.1534583343653926
rs35274205		0	0.005686487573057952	5	MAF	-0.4379886634245615	0.4379886634245615
rs35274205		0	0.005686487573057952	6	CI_width	0.3427539685818144	0.3427539685818144
rs35274205		0	0.005686487573057952	7	MR_MEGA_Association_P	0.27906225030872267	0.27906225030872267
rs35274205		0	0.005686487573057952	8	Gene_count	0.23480901528957066	0.23480901528957066
rs35274205		0	0.005686487573057952	9	Effective_Sample_Size	-0.19735642886448504	0.19735642886448504
rs35274205		0	0.005686487573057952	10	Has_LOW_impact	-0.15772961766600233	0.15772961766600233
rs6968655	KIAA0087	0	0.5701936844606671	1	Is_intronic	1.4462416721017908	1.4462416721017908
rs6968655	KIAA0087	0	0.5701936844606671	2	Is_intergenic	1.4190155792552945	1.4190155792552945
rs6968655	KIAA0087	0	0.5701936844606671	3	Has_MODIFIER_impact	-0.6259454180791647	0.6259454180791647
rs6968655	KIAA0087	0	0.5701936844606671	4	Biotype_count	-0.3793252240530487	0.3793252240530487
rs6968655	KIAA0087	0	0.5701936844606671	5	CI_width	0.3140956100047367	0.3140956100047367
rs6968655	KIAA0087	0	0.5701936844606671	6	MR_MEGA_Association_P	0.26845883638597295	0.26845883638597295
rs6968655	KIAA0087	0	0.5701936844606671	7	Risk_Allele_Frequency	0.2202681910857615	0.2202681910857615
rs6968655	KIAA0087	0	0.5701936844606671	8	Effective_Sample_Size	-0.20327316045546512	0.20327316045546512
rs6968655	KIAA0087	0	0.5701936844606671	9	log_OR	-0.19000935083296205	0.19000935083296205
rs6968655	KIAA0087	0	0.5701936844606671	10	Has_LOW_impact	-0.15772961766600233	0.15772961766600233
rs35042446	RLF	1	0.9016689203284539	1	Has_MODIFIER_impact	2.5037816723166606	2.5037816723166606
rs35042446	RLF	1	0.9016689203284539	2	MR_MEGA_Association_P	-1.7048435607883432	1.7048435607883432
rs35042446	RLF	1	0.9016689203284539	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs35042446	RLF	1	0.9016689203284539	4	Is_intergenic	1.4190155792552945	1.4190155792552945
rs35042446	RLF	1	0.9016689203284539	5	MAF	1.0928507396995109	1.0928507396995109
rs35042446	RLF	1	0.9016689203284539	6	CI_width	-0.4883384301533578	0.4883384301533578
rs35042446	RLF	1	0.9016689203284539	7	Effective_Sample_Size	0.4157951269500491	0.4157951269500491
rs35042446	RLF	1	0.9016689203284539	8	Biotype_count	-0.3793252240530487	0.3793252240530487
rs35042446	RLF	1	0.9016689203284539	9	Risk_Allele_Frequency	-0.32500994621582996	0.32500994621582996
rs35042446	RLF	1	0.9016689203284539	10	SE_log_OR	0.2557772837501536	0.2557772837501536
rs76675804	THADA	0	0.5099943018576203	1	Is_intergenic	1.4190155792552945	1.4190155792552945
rs76675804	THADA	0	0.5099943018576203	2	Biotype_count	1.1689409965716393	1.1689409965716393
rs76675804	THADA	0	0.5099943018576203	3	Is_intronic	-1.0050153992571766	1.0050153992571766
rs76675804	THADA	0	0.5099943018576203	4	MAF	0.8731621450988192	0.8731621450988192
rs76675804	THADA	0	0.5099943018576203	5	Has_MODIFIER_impact	-0.6259454180791647	0.6259454180791647
rs76675804	THADA	0	0.5099943018576203	6	neg_log10_P	-0.5482037992197291	0.5482037992197291
rs76675804	THADA	0	0.5099943018576203	7	log_OR	0.34188806325434523	0.34188806325434523
rs76675804	THADA	0	0.5099943018576203	8	Risk_Allele_Frequency	0.31432657528156605	0.31432657528156605
rs76675804	THADA	0	0.5099943018576203	9	MR_MEGA_Association_P	0.27906355970561825	0.27906355970561825
rs76675804	THADA	0	0.5099943018576203	10	CI_lower	0.22327622116306242	0.22327622116306242
rs76074250		0	0.008324371359122762	1	Is_intergenic	-5.67606231702118	5.67606231702118
rs76074250		0	0.008324371359122762	2	Has_MODIFIER_impact	2.5037816723166606	2.5037816723166606
rs76074250		0	0.008324371359122762	3	Is_intronic	1.4462416721017908	1.4462416721017908
rs76074250		0	0.008324371359122762	4	Biotype_count	-1.1534583343653926	1.1534583343653926
rs76074250		0	0.008324371359122762	5	CI_width	0.3140956100047424	0.3140956100047424
rs76074250		0	0.008324371359122762	6	MR_MEGA_Association_P	0.27903450158966764	0.27903450158966764
rs76074250		0	0.008324371359122762	7	Gene_count	0.23480901528957066	0.23480901528957066
rs76074250		0	0.008324371359122762	8	Risk_Allele_Frequency	-0.19598240076998333	0.19598240076998333
rs76074250		0	0.008324371359122762	9	Effective_Sample_Size	-0.18778177073114635	0.18778177073114635
rs76074250		0	0.008324371359122762	10	log_OR	-0.17854006079830334	0.17854006079830334
rs7403010	KLF13	0	0.061846589931119016	1	Is_intergenic	1.4190155792552945	1.4190155792552945
rs7403010	KLF13	0	0.061846589931119016	2	Is_intronic	-1.0050153992571766	1.0050153992571766
rs7403010	KLF13	0	0.061846589931119016	3	Has_MODIFIER_impact	-0.6259454180791647	0.6259454180791647
rs7403010	KLF13	0	0.061846589931119016	4	Biotype_count	-0.3793252240530487	0.3793252240530487
rs7403010	KLF13	0	0.061846589931119016	5	CI_width	0.371412327158892	0.371412327158892
rs7403010	KLF13	0	0.061846589931119016	6	MAF	-0.3617282701052291	0.3617282701052291
rs7403010	KLF13	0	0.061846589931119016	7	MR_MEGA_Association_P	0.24952552411137316	0.24952552411137316
rs7403010	KLF13	0	0.061846589931119016	8	log_OR	-0.2072555214476654	0.2072555214476654
rs7403010	KLF13	0	0.061846589931119016	9	Effective_Sample_Size	-0.2014968330355932	0.2014968330355932
rs7403010	KLF13	0	0.061846589931119016	10	SE_log_OR	-0.16958751788096038	0.16958751788096038
